project,case_id,rna_file_id,rna_file_name,meth_file_id,meth_file_name
TCGA-BRCA,1133b8a9-6b11-4511-b70a-f200e3b8b5db,fae4edd8-db77-4937-94c4-3b16d39fb8c9,aa3cbc51-b74d-44b1-9043-cb2b9855a72b.rna_seq.augmented_star_gene_counts.tsv,7b19b2c6-dca5-4804-be1d-4eb366538a5f,55a058c7-728a-4675-85cc-1b2d840ec24a.methylation_array.sesame.level3betas.txt
TCGA-BRCA,115bc72c-116f-40c1-be9b-e3dd7650efae,f377c267-d5eb-4542-bd0d-e87f957f3154,eed349c6-a5ed-4543-ae8d-67b394b26c7a.rna_seq.augmented_star_gene_counts.tsv,a1724427-03a6-4d9d-9bb2-f20b8a76eb66,3d57bf69-1ff4-4050-a873-1fa6eeb4038b.methylation_array.sesame.level3betas.txt
TCGA-BRCA,1174f6e4-ffbe-4e59-a000-8d861c968369,79f97f73-b650-49cf-8654-53038a6c0de7,be880db8-920f-4bd8-9f67-34e3ddd61f2c.rna_seq.augmented_star_gene_counts.tsv,c23d9f60-daf9-4462-a071-e24e92b49a38,0efea531-7af0-4c57-a195-659c1c6c7b8b.methylation_array.sesame.level3betas.txt
TCGA-BRCA,124b693c-77dc-4fa8-b703-54e8b5054a92,7125229a-2fc6-402d-bd87-ad0d3195fd49,c024ea4d-8f0e-4fba-b793-5d2e767744db.rna_seq.augmented_star_gene_counts.tsv,0e2b1ae9-cbde-4886-a29a-5e4bb21114f7,09540818-bfca-4e13-9fdc-5ca56ed48423.methylation_array.sesame.level3betas.txt
TCGA-BRCA,125b0a9a-6cbe-4207-9178-e7ff03487e87,f0107961-a5e1-46ec-b232-a47f0049bc5f,a2744918-6659-412c-a5e3-a02b9712890e.rna_seq.augmented_star_gene_counts.tsv,6ddc403a-b5f3-4ed8-a1eb-40bf258319d8,4884d10c-f104-430d-bbca-871fb9c8e72b.methylation_array.sesame.level3betas.txt
TCGA-BRCA,1285eb55-415c-494a-aa58-936f0427cdd0,7bcb3817-31ac-4ef5-9038-a9bfebad5869,87506e5d-4ebe-4f0c-a124-ea0add72d2ac.rna_seq.augmented_star_gene_counts.tsv,4c3055e0-7f0a-468d-87f4-12c8b95ebad4,e683dd22-98ab-476b-92f4-f752a7484072.methylation_array.sesame.level3betas.txt
TCGA-BRCA,128d198e-9b22-427c-90db-3714455f3a17,54600389-6de5-44ce-ada1-8a8508b50980,65ba302c-51a9-4493-8d28-e7bc076bca54.rna_seq.augmented_star_gene_counts.tsv,2b804762-5cc4-46dc-a6bb-27442aff92d0,a9dc2469-5671-4c9a-8d51-c5dd72ba08dd.methylation_array.sesame.level3betas.txt
TCGA-BRCA,12d31787-e54d-4729-ace8-9141043c92b8,1d15f05d-2ac2-4b83-987e-6f4b157b0b74,694ca3d8-9748-4c0f-9021-d599d81a325e.rna_seq.augmented_star_gene_counts.tsv,63f9b426-a19e-4c68-a834-eb72a6cdfd19,4eb17d3a-706c-4455-9656-2f8929518052.methylation_array.sesame.level3betas.txt
TCGA-BRCA,1347c23d-8d6e-4c15-9461-640249838c96,5aaaf8b5-a75f-4070-93e8-f5b982144638,0c311d42-5038-4408-ac4a-5ffbb02817e4.rna_seq.augmented_star_gene_counts.tsv,1f08ba41-c6aa-4a70-8b11-a3382c1312c7,86b0621a-f197-48be-89ab-25c145656b1b.methylation_array.sesame.level3betas.txt
TCGA-BRCA,13ca97a1-75bb-4a49-b8c3-181e5b2c9e86,1d7e99d8-052d-491a-8088-91cb0790cb17,a37d7ef3-0840-4114-acec-ce9e29bb54e9.rna_seq.augmented_star_gene_counts.tsv,77f83985-e7b8-443c-8504-66637b8f1820,e0743561-3aae-466c-9719-5c8bb17c08e7.methylation_array.sesame.level3betas.txt
TCGA-BRCA,14267783-5624-4fe5-ba81-9d67f1017474,e5b0c2dc-c652-40a0-bb80-d7e87830b406,8f8c9d55-303c-4099-8038-458e3e96ad4e.rna_seq.augmented_star_gene_counts.tsv,1b7a3cbf-17cb-4d57-91c0-b61d5cda73f1,50e93484-c6df-4f27-a886-e02c805f7c9a.methylation_array.sesame.level3betas.txt
TCGA-BRCA,14b95463-2108-4921-afc2-e29eef52b18f,f94b47fb-764c-456f-946d-907a2fc154db,f72da140-1607-4609-a6bf-ebe538667a8c.rna_seq.augmented_star_gene_counts.tsv,0547f301-e5c3-4a75-8d63-5c8ca12d9b64,37482b8b-151c-431c-9143-7d15c91b2765.methylation_array.sesame.level3betas.txt
TCGA-BRCA,14d1d84e-99e1-41ad-8892-3b4da3d4f948,ae72486a-e98c-4d72-b172-085d5b79df2c,b5e84055-487f-467a-9bc4-bd59ec82f183.rna_seq.augmented_star_gene_counts.tsv,d69a1f69-c92f-4285-90d1-b49443a58e9c,f132afe6-9710-4272-aede-4e3bd3f3adab.methylation_array.sesame.level3betas.txt
